c11b301bcda123711f678754647bef7b9b17f760,2023-01-26T02:50:44Z,https://github.com/pytorch/pytorch/commit/c11b301bcda123711f678754647bef7b9b17f760,"[NVFUSER] refactor nvfuser build (#89621)  This PR is the first step towards refactors the build for nvfuser in order to have the coegen being a standalone library.  Contents inside this PR: 1. nvfuser code base has been moved to `./nvfuser`, from `./torch/csrc/jit/codegen/cuda/`, except for registration code for integration (interface.h/interface.cpp) 2. splits the build system so nvfuser is generating its own `.so` files. Currently there are:     - `libnvfuser_codegen.so`, which contains the integration, codegen and runtime system of nvfuser     - `nvfuser.so`, which is nvfuser's python API via pybind. Python frontend is now exposed via `nvfuser._C.XXX` instead of `torch._C._nvfuser` 3. nvfuser cpp tests is currently being compiled into `nvfuser_tests` 4. cmake is refactored so that:     - nvfuser now has its own `CMakeLists.txt`, which is under `torch/csrc/jit/codegen/cuda/`.     - nvfuser backend code is not compiled inside `libtorch_cuda_xxx` any more     - nvfuser is added as a subdirectory under `./CMakeLists.txt` at the very end after torch is built.     - since nvfuser has dependency on torch, the registration of nvfuser at runtime is done via dlopen (`at::DynamicLibrary`). This avoids circular dependency in cmake, which will be a nightmare to handle. For details, look at `torch/csrc/jit/codegen/cuda/interface.cpp::LoadingNvfuserLibrary`  Future work that's scoped in following PR: - Currently since nvfuser codegen has dependency on torch, we need to refactor that out so we can move nvfuser into a submodule and not rely on dlopen to load the library. @malfet - Since we moved nvfuser into a cmake build, we effectively disabled bazel build for nvfuser. This could impact internal workload at Meta, so we need to put support back. cc'ing @vors  Pull Request resolved: https://github.com/pytorch/pytorch/pull/89621 Approved by: https://github.com/davidberard98",1,Tease Apart Inheritance,,
42aab9b1f03713757d7c027b23f1113ea80f73ad,2020-11-17T00:06:00Z,https://github.com/tensorflow/tensorflow/commit/42aab9b1f03713757d7c027b23f1113ea80f73ad,Simplify the stack walking in deprecation.py. Remove dependency on tf_stack.PiperOrigin-RevId: 342742350Change-Id: Ie976e0e45062361d4349a2d72a7941c221fb98be,1,Expression,,
76a08f796c560a109d8d58d75c55d38cdb8b8cd6,2020-10-26T20:12:13Z,https://github.com/tensorflow/tensorflow/commit/76a08f796c560a109d8d58d75c55d38cdb8b8cd6,Remove usage of internal ops.numpy_text by forking it into Keras.PiperOrigin-RevId: 339102563Change-Id: Ic21e266529dcd44e2a2199bbd0391beef4444a79,1,Expression,,
88c2594048b70e7a77b3b235d0a8b29665599cb7,2020-07-31T08:19:03Z,https://github.com/tensorflow/tensorflow/commit/88c2594048b70e7a77b3b235d0a8b29665599cb7,"Replace x.eval() with self.evaluate() in tests.It makes the line V2 compatible$ sed -i ""s/\([a-z][._a-z0-9]*\).eval()/self.evaluate(\1)/"" ./third_party/tensorflow/python/kernel_tests/*.pyAnd some manual cleaning.PiperOrigin-RevId: 324169377Change-Id: I36a8d92c28a46e5a05fb32bdb634a84081951d88",1,Expression,,
dd472f98f5681769d1206bab93dee59f53575bd6,2020-07-31T07:54:04Z,https://github.com/tensorflow/tensorflow/commit/dd472f98f5681769d1206bab93dee59f53575bd6,"Replace `x.initializer.run()` with `self.evaluate(x.initializer)` in tests.This change makes the line V2 compatible.sed -i ""s/\([_a-z0-9]*\).initializer.run()/self.evaluate(\1.initializer)/"" ./third_party/tensorflow/python/kernel_tests/*.pyPiperOrigin-RevId: 324166739Change-Id: Icf6213784063de295f0bf7b69a847e5f3820a752",1,Expression,,
0f6544c932fb6739641c7fe2438401891b1a8b70,2020-07-27T23:18:13Z,https://github.com/tensorflow/tensorflow/commit/0f6544c932fb6739641c7fe2438401891b1a8b70,Remove the usage of TF private API init_ops._compute_fans from Keras.PiperOrigin-RevId: 323463488Change-Id: If0c71609a7ac111651abf9b3ebd46bc790fe993d,1,Expression,,
15691d14b471a5f794360e4ec4060f48d8f80d15,2020-06-22T13:46:12Z,https://github.com/tensorflow/tensorflow/commit/15691d14b471a5f794360e4ec4060f48d8f80d15,Replace deprecated np.asscalar with .item(),1,Expression,,
2624f6c405e12012c8cdd90594fbc4ea573a2d91,2020-06-22T13:44:17Z,https://github.com/tensorflow/tensorflow/commit/2624f6c405e12012c8cdd90594fbc4ea573a2d91,Replace deprecated numpy.ndarray.tostring() with tobytes(),1,Expression,,
c05bb4efcaf53d4cbc315ef6d12de822f2557a13,2018-08-22T10:13:37Z,https://github.com/tensorflow/tensorflow/commit/c05bb4efcaf53d4cbc315ef6d12de822f2557a13,CLN: replace safe_div method by div_no_nan,1,Expression,,
d4091eec522e41093e6e10601af79c75bee14c80,2017-12-22T23:50:19Z,https://github.com/tensorflow/tensorflow/commit/d4091eec522e41093e6e10601af79c75bee14c80,"Replaces custom _lengths_to_masks function with the official, more efficient sequence_mask function that supersedes it.PiperOrigin-RevId: 179971521",1,Expression,,
